    #theta              beta_x             alpha_x              beta_y             alpha_y
     103.1697561         2.736535204        -1.024780438         2.630399257        0.6882017696
     103.3068293         2.758421058       -0.9543957162         2.615768593        0.6351014620
     103.4439024         2.778722703       -0.8826851745         2.602315280        0.5824874135
     103.5809756         2.797415122       -0.8097686486         2.590026714        0.5303376616
     103.7180488         2.814474056       -0.7356120457         2.578892518        0.4784900619
     103.8551220         2.829875595       -0.6602995657         2.568904897        0.4268892869
     103.9921951         2.843597414       -0.5839098959         2.560057502        0.3754759896
     104.1292683         2.855618705       -0.5065221658         2.552345478        0.3241904596
     104.2663415         2.865920715       -0.4282652601         2.545765008        0.2730141765
     104.4034146         2.874487445       -0.3492821829         2.540312721        0.2219411056
     104.5404878         2.881305676       -0.2697053379         2.535985704        0.1709520562
     104.6775610         2.886364882       -0.1896708711         2.532781641        0.1200277260
     104.8146341         2.889657454       -0.1093315099         2.530698626        0.6916637792E-01
     104.9517073         2.891178622       -0.2881729479E-01     2.529735233        0.1834187748E-01
     105.0887805         2.890926058        0.5175496833E-01     2.529890924       -0.3248407844E-01
     105.2258537         2.888900031        0.1322411058         2.531165887       -0.8332344883E-01
     105.3629268         2.885103741        0.2124938994         2.533560755       -0.1341885354
     105.5000000         2.879542811        0.2924154632         2.537077048       -0.1851319661
     105.5000000         2.879542811        0.2924154632         2.537077048       -0.1851319661
     105.6184615         2.873321628        0.3610901452         2.541020985       -0.2292137205
     105.7369231         2.865795801        0.4293016325         2.545805655       -0.2733561521
     105.8553846         2.856974088        0.4969651583         2.551432891       -0.3175718874
     105.9738462         2.846866675        0.5640008419         2.557904890       -0.3618758398
     106.0923077         2.835485380        0.6303024776         2.565224009       -0.4062595330
     106.2107692         2.822843285        0.6958298956         2.573393090       -0.4507723003
     106.3292308         2.808954216        0.7605317829         2.582415905       -0.4954515135
     106.4476923         2.793833050        0.8243362609         2.592296867       -0.5403170188
     106.5661538         2.777495378        0.8872282685         2.603041366       -0.5854403822
     106.6846154         2.759956822        0.9492075388         2.614656374       -0.6309053087
     106.8030769         2.741233612         1.010200219         2.627149939       -0.6767293395
     106.9215385         2.721342744         1.070189157         2.640531066       -0.7229841214
     107.0400000         2.700302004         1.129099332         2.654809689       -0.7696834640
     107.1584615         2.678131111         1.186795267         2.669995544       -0.8167809658
     107.2769231         2.654851850         1.243188565         2.686097997       -0.8642728311
     107.3953846         2.630487507         1.298204376         2.703126542       -0.9121646792
     107.5138462         2.605062170         1.351827902         2.721091463       -0.9605210436
     107.6323077         2.578599987         1.404062771         2.740004616        -1.009429840
     107.7507692         2.551125694         1.454840543         2.759878939        -1.058902854
     107.8692308         2.522665578         1.504065708         2.780727401        -1.108918813
     107.9876923         2.493248682         1.551546052         2.802561591        -1.159342734
     108.1061538         2.462906430         1.597225953         2.825391984        -1.210182017
     108.2246154         2.431670148         1.641172648         2.849230669        -1.261585081
     108.3430769         2.399569468         1.683497032         2.874093283        -1.313759585
     108.4615385         2.366634734         1.724018668         2.899996320        -1.366572054
     108.5800000         2.332898838         1.762659880         2.926955011        -1.420013606
     108.6984615         2.298396507         1.799316879         2.954984015        -1.474022662
     108.8169231         2.263168038         1.833530875         2.984092488        -1.528081078
     108.9353846         2.227251756         1.865975314         3.014293819        -1.583143474
     109.0538462         2.190684812         1.896120358         3.045604744        -1.638588250
     109.1723077         2.153516589         1.923267723         3.078027554        -1.693553928
